iter	Passed	Remaining
1666	28451	5683
1667	28466	5665
1668	28480	5648
1669	28496	5631
1670	28511	5613
1671	28527	5596
1672	28543	5578
1673	28557	5561
1674	28572	5543
1675	28588	5526
1676	28602	5509
1677	28617	5491
1678	28632	5474
1679	28648	5456
1680	28663	5439
1681	28679	5422
1682	28695	5404
1683	28709	5387
1684	28725	5370
1685	28740	5352
1686	28754	5335
1687	28769	5317
1688	28784	5300
1689	28799	5282
1690	28814	5265
1691	28828	5247
1692	28843	5230
1693	28859	5213
1694	28874	5195
1695	28890	5178
1696	28904	5160
1697	28919	5143
1698	28936	5126
1699	28950	5108
1700	28965	5091
1701	28980	5074
1702	28994	5056
1703	29010	5039
1704	29025	5021
1705	29040	5004
1706	29055	4987
1707	29070	4969
1708	29085	4952
1709	29100	4935
1710	29115	4917
1711	29130	4900
1712	29145	4883
1713	29160	4865
1714	29175	4848
1715	29190	4830
1716	29205	4813
1717	29221	4796
1718	29236	4779
1719	29251	4761
1720	29266	4744
1721	29281	4727
1722	29296	4709
1723	29311	4692
1724	29326	4675
1725	29342	4658
1726	29356	4640
1727	29371	4623
1728	29386	4606
1729	29401	4588
1730	29416	4571
1731	29431	4554
1732	29445	4536
1733	29462	4519
1734	29477	4502
1735	29492	4484
1736	29507	4467
1737	29522	4450
1738	29537	4433
1739	29552	4415
1740	29567	4398
1741	29582	4381
1742	29597	4364
1743	29612	4346
1744	29627	4329
1745	29641	4312
1746	29656	4294
1747	29672	4277
1748	29687	4260
1749	29701	4243
1750	29717	4225
1751	29732	4208
1752	29747	4191
1753	29761	4174
1754	29777	4156
1755	29792	4139
1756	29806	4122
1757	29821	4105
1758	29836	4087
1759	29852	4070
1760	29867	4053
1761	29882	4036
1762	29897	4019
1763	29912	4001
1764	29927	3984
1765	29943	3967
1766	29958	3950
1767	29973	3933
1768	29989	3916
1769	30005	3898
1770	30020	3881
1771	30035	3864
1772	30050	3847
1773	30066	3830
1774	30081	3813
1775	30097	3796
1776	30113	3778
1777	30128	3761
1778	30144	3744
1779	30160	3727
1780	30175	3710
1781	30193	3693
1782	30208	3676
1783	30223	3659
1784	30241	3642
1785	30256	3625
1786	30273	3608
1787	30290	3591
1788	30306	3574
1789	30322	3557
1790	30339	3540
1791	30355	3523
1792	30370	3506
1793	30385	3489
1794	30401	3472
1795	30416	3454
1796	30432	3437
1797	30448	3420
1798	30463	3403
1799	30478	3386
1800	30495	3369
1801	30511	3352
1802	30527	3335
1803	30542	3318
1804	30557	3301
1805	30573	3284
1806	30588	3267
1807	30603	3249
1808	30619	3232
1809	30634	3215
1810	30650	3198
1811	30665	3181
1812	30681	3164
1813	30698	3147
1814	30714	3130
1815	30730	3113
1816	30744	3096
1817	30760	3079
1818	30775	3062
1819	30791	3045
1820	30807	3028
1821	30823	3011
1822	30838	2994
1823	30853	2977
1824	30868	2960
1825	30884	2942
1826	30899	2925
1827	30915	2908
1828	30930	2891
1829	30945	2874
1830	30960	2857
1831	30976	2840
1832	30991	2823
1833	31006	2806
1834	31022	2789
1835	31036	2772
1836	31052	2755
1837	31068	2738
1838	31085	2721
1839	31101	2704
1840	31116	2687
1841	31133	2670
1842	31148	2653
1843	31164	2636
1844	31179	2619
1845	31196	2602
1846	31211	2585
1847	31226	2568
1848	31242	2551
1849	31257	2534
1850	31272	2517
1851	31288	2500
1852	31304	2483
1853	31320	2466
1854	31335	2449
1855	31350	2432
1856	31365	2415
1857	31382	2398
1858	31397	2381
1859	31412	2364
1860	31427	2347
1861	31442	2330
1862	31458	2313
1863	31474	2296
1864	31489	2279
1865	31506	2262
1866	31522	2245
1867	31537	2228
1868	31552	2211
1869	31567	2194
1870	31583	2177
1871	31599	2160
1872	31615	2143
1873	31631	2126
1874	31645	2109
1875	31661	2092
1876	31677	2075
1877	31691	2058
1878	31707	2041
1879	31722	2024
1880	31738	2007
1881	31753	1990
1882	31769	1973
1883	31784	1956
1884	31799	1940
1885	31814	1923
1886	31829	1906
1887	31844	1889
1888	31860	1872
1889	31876	1855
1890	31892	1838
1891	31907	1821
1892	31922	1804
1893	31937	1787
1894	31954	1770
1895	31969	1753
1896	31984	1736
1897	31999	1719
1898	32015	1702
1899	32030	1685
1900	32045	1668
1901	32061	1651
1902	32076	1634
1903	32091	1618
1904	32106	1601
1905	32121	1584
1906	32138	1567
1907	32153	1550
1908	32168	1533
1909	32184	1516
1910	32199	1499
1911	32214	1482
1912	32230	1465
1913	32245	1448
1914	32261	1431
1915	32276	1415
1916	32292	1398
1917	32307	1381
1918	32323	1364
1919	32338	1347
1920	32354	1330
1921	32369	1313
1922	32385	1296
1923	32402	1279
1924	32417	1263
1925	32432	1246
1926	32449	1229
1927	32465	1212
1928	32481	1195
1929	32496	1178
1930	32512	1161
1931	32528	1144
1932	32544	1128
1933	32559	1111
1934	32574	1094
1935	32589	1077
1936	32604	1060
1937	32620	1043
1938	32635	1026
1939	32651	1009
1940	32666	992
1941	32682	976
1942	32698	959
1943	32714	942
1944	32730	925
1945	32745	908
1946	32759	891
1947	32776	874
1948	32791	858
1949	32807	841
1950	32822	824
1951	32837	807
1952	32852	790
1953	32868	773
1954	32883	756
1955	32899	740
1956	32914	723
1957	32928	706
1958	32945	689
1959	32960	672
1960	32975	655
1961	32991	638
1962	33006	622
1963	33021	605
1964	33035	588
1965	33051	571
1966	33067	554
1967	33082	537
1968	33098	521
1969	33113	504
1970	33127	487
1971	33143	470
1972	33158	453
1973	33174	436
1974	33189	420
1975	33205	403
1976	33221	386
1977	33237	369
1978	33252	352
1979	33267	336
1980	33283	319
1981	33299	302
1982	33314	285
1983	33329	268
1984	33344	251
1985	33358	235
1986	33373	218
1987	33389	201
1988	33404	184
1989	33420	167
1990	33436	151
1991	33451	134
1992	33467	117
1993	33483	100
1994	33499	83
1995	33515	67
1996	33531	50
1997	33547	33
1998	33563	16
1999	33579	0
