iter	PRAUC	Logloss
878	0.9999894841	0.001336279614
879	0.9999894841	0.001336279614
880	0.9999894841	0.001336279614
881	0.9999894841	0.001336279614
882	0.9999894841	0.001336279614
883	0.9999894841	0.001336278263
884	0.9999894841	0.00133627701
885	0.9999894841	0.001336274069
886	0.9999894841	0.001336274069
887	0.9999894841	0.001336272718
888	0.9999894841	0.001336271466
889	0.9999894841	0.001336270214
890	0.9999894841	0.001336265206
891	0.9999894841	0.001336263094
892	0.9999894841	0.001336260155
893	0.9999894841	0.001336260155
894	0.9999894841	0.001336260155
895	0.9999894841	0.001336260155
896	0.9999894841	0.001336260155
897	0.9999894841	0.001336260155
898	0.9999894841	0.001336260155
899	0.9999894841	0.001336260155
900	0.9999894841	0.001336260155
901	0.9999894841	0.001336260155
902	0.9999894841	0.001336260155
903	0.9999894841	0.001336260155
904	0.9999894841	0.001336260155
905	0.9999894841	0.001336260155
906	0.9999894841	0.001336260155
907	0.9999894841	0.001336260155
908	0.9999894841	0.001336260155
909	0.9999894841	0.001336260155
910	0.9999894841	0.001336260155
911	0.9999894841	0.001336257217
912	0.9999894841	0.001336255106
913	0.9999894841	0.001336252995
914	0.9999894841	0.001336252995
915	0.9999894841	0.001336251744
916	0.9999894841	0.001336248807
917	0.9999894841	0.001336247457
918	0.9999894841	0.001336247457
919	0.9999894841	0.001336247457
920	0.9999894841	0.001336245937
921	0.9999894841	0.001336245312
922	0.9999894841	0.001336245312
923	0.9999894841	0.001336245312
924	0.9999894841	0.001336245312
925	0.9999894841	0.001336245312
926	0.9999894841	0.001336245312
927	0.9999894841	0.001336243962
928	0.9999894841	0.001336242711
929	0.9999894841	0.001336242711
930	0.9999894841	0.001336242711
931	0.9999894841	0.001336241362
932	0.9999894841	0.001336241362
933	0.9999894841	0.001336241362
934	0.9999894841	0.001336240012
935	0.9999894841	0.001336238762
936	0.9999894841	0.001336238762
937	0.9999894841	0.001336238762
938	0.9999894841	0.001336237707
939	0.9999894841	0.001336237707
940	0.9999894841	0.001336237121
941	0.9999894841	0.001336235871
942	0.9999894841	0.001336234621
943	0.9999894841	0.001336234621
944	0.9999894841	0.001336234621
945	0.9999894841	0.001336234621
946	0.9999894841	0.001336232276
947	0.9999894841	0.001336231026
948	0.9999894841	0.001336228648
949	0.9999894841	0.001336228648
950	0.9999894841	0.001336228648
951	0.9999894841	0.001336228648
952	0.9999894841	0.001336228648
953	0.9999894841	0.001336226138
954	0.9999894841	0.001336225641
955	0.9999894841	0.001336222707
956	0.9999894841	0.001336222707
957	0.9999894841	0.001336222707
958	0.9999894841	0.001336222707
959	0.9999894841	0.001336222707
960	0.9999894841	0.001336222707
961	0.9999894841	0.001336221358
962	0.9999894841	0.001336218849
963	0.9999894841	0.001336216741
964	0.9999894841	0.001336215686
965	0.9999894841	0.001336215686
966	0.9999894841	0.001336215686
967	0.9999894841	0.001336215686
968	0.9999894841	0.001336215686
969	0.9999894841	0.001336215686
970	0.9999894841	0.001336214842
971	0.9999894841	0.001336213493
972	0.9999894841	0.001336211116
973	0.9999894841	0.001336211116
974	0.9999894841	0.001336211116
975	0.9999894841	0.001336211116
976	0.9999894841	0.001336208774
977	0.9999894841	0.001336207525
978	0.9999894841	0.001336206472
979	0.9999894841	0.001336205223
980	0.9999894841	0.001336205223
981	0.9999894841	0.001336204599
982	0.9999894841	0.001336204599
983	0.9999894841	0.001336203251
984	0.9999894841	0.001336203251
985	0.9999894841	0.001336202627
986	0.9999894841	0.001336200119
987	0.9999894841	0.001336200119
988	0.9999894841	0.001336200119
989	0.9999894841	0.001336198973
990	0.9999894841	0.001336197725
991	0.9999894841	0.001336197101
992	0.9999894841	0.001336197101
993	0.9999894841	0.001336195753
994	0.9999894841	0.001336195753
995	0.9999894841	0.001336195753
996	0.9999894841	0.001336195753
997	0.9999894841	0.001336195753
998	0.9999894841	0.001336194891
999	0.9999894841	0.001336194891
1000	0.9999894841	0.001336194891
1001	0.9999894841	0.001336194891
1002	0.9999894841	0.001336193543
1003	0.9999894841	0.001336192295
1004	0.9999894841	0.001336191242
1005	0.9999894841	0.001336189994
1006	0.9999894841	0.001336189994
1007	0.9999894841	0.001336189994
1008	0.9999894841	0.001336189994
1009	0.9999894841	0.001336188647
1010	0.9999894841	0.001336188647
1011	0.9999894841	0.001336188647
1012	0.9999894841	0.001336188647
1013	0.9999894841	0.001336187085
1014	0.9999894841	0.001336187085
1015	0.9999894841	0.001336187085
1016	0.9999894841	0.001336187085
1017	0.9999894841	0.001336181225
1018	0.9999894841	0.001336178447
1019	0.9999894841	0.001336178447
1020	0.9999894841	0.001336178447
1021	0.9999894841	0.001336177099
1022	0.9999894841	0.001336177099
1023	0.9999894841	0.001336176047
1024	0.9999894841	0.001336173541
1025	0.9999894841	0.001336172918
1026	0.9999894841	0.001336172918
1027	0.9999894841	0.001336170413
1028	0.9999894841	0.001336170413
1029	0.9999894841	0.001336170413
1030	0.9999894841	0.001336170413
1031	0.9999894841	0.001336169066
1032	0.9999894841	0.001336169066
1033	0.9999894841	0.001336167719
1034	0.9999894841	0.001336164685
1035	0.9999894841	0.001336164685
1036	0.9999894841	0.001336164685
1037	0.9999894841	0.001336164685
1038	0.9999894841	0.001336164685
1039	0.9999894841	0.001336164685
1040	0.9999894841	0.001336164685
1041	0.9999894841	0.001336164685
1042	0.9999894841	0.001336164685
1043	0.9999894841	0.001336164685
1044	0.9999894841	0.001336163124
1045	0.9999894841	0.001336161989
1046	0.9999894841	0.001336161989
1047	0.9999894841	0.001336161989
1048	0.9999894841	0.001336161989
1049	0.9999894841	0.001336161989
1050	0.9999894841	0.001336161989
1051	0.9999894841	0.001336160642
1052	0.9999894841	0.001336158354
1053	0.9999894841	0.001336158354
1054	0.9999894841	0.001336158354
1055	0.9999894841	0.001336156792
1056	0.9999894841	0.001336156792
1057	0.9999894841	0.001336156792
1058	0.9999894841	0.00133615574
1059	0.9999894841	0.00133615574
1060	0.9999894841	0.00133615574
1061	0.9999894841	0.00133615574
1062	0.9999894841	0.00133615574
1063	0.9999894841	0.001336154606
1064	0.9999894841	0.001336154606
1065	0.9999894841	0.001336153044
1066	0.9999894841	0.001336153044
1067	0.9999894841	0.001336151483
1068	0.9999894841	0.001336150431
1069	0.9999894841	0.001336150431
1070	0.9999894841	0.001336145758
1071	0.9999894841	0.001336145758
1072	0.9999894841	0.001336145758
1073	0.9999894841	0.001336145758
1074	0.9999894841	0.001336145758
1075	0.9999894841	0.001336145758
1076	0.9999894841	0.001336145758
1077	0.9999894841	0.001336142726
1078	0.9999894841	0.001336142726
1079	0.9999894841	0.001336142726
1080	0.9999894841	0.001336141883
1081	0.9999894841	0.001336140749
1082	0.9999894841	0.001336135766
1083	0.9999894841	0.001336135766
1084	0.9999894841	0.001336134721
1085	0.9999894841	0.00133613169
1086	0.9999894841	0.00133612671
1087	0.9999894841	0.00133612671
1088	0.9999894841	0.001336125149
1089	0.9999894841	0.001336125149
1090	0.999989867	0.001332817754
1091	0.999989867	0.001332817754
1092	0.999989867	0.001332815236
1093	0.999989867	0.001332812719
1094	0.999989867	0.001332810203
1095	0.999989867	0.001332807687
1096	0.999989867	0.001332805172
1097	0.999989867	0.001332803915
1098	0.999989867	0.001332799929
1099	0.999989867	0.001332794932
1100	0.999989867	0.001332794932
1101	0.9999898818	0.001327338829
1102	0.9999898818	0.001327338829
1103	0.9999898818	0.001327337579
1104	0.9999898818	0.001327336329
1105	0.9999898818	0.001327335079
1106	0.9999898818	0.001327335079
1107	0.9999898818	0.00132733383
1108	0.9999898818	0.00132733258
1109	0.9999898818	0.001327330255
1110	0.9999898818	0.001327329006
1111	0.9999898818	0.001327327493
1112	0.9999898818	0.001327327493
1113	0.9999898818	0.001327326244
1114	0.9999898818	0.001327324995
1115	0.9999898818	0.001327323746
1116	0.9999898818	0.001327323746
1117	0.9999898818	0.001327322498
1118	0.9999898818	0.00132732125
1119	0.9999898818	0.00132732125
1120	0.9999898818	0.001327320001
1121	0.9999898818	0.001327318753
1122	0.9999898818	0.001327317505
1123	0.9999898818	0.001327316881
1124	0.9999898818	0.001327314558
1125	0.9999898818	0.001327313311
1126	0.9999898818	0.001327311906
1127	0.9999898818	0.001327311906
1128	0.9999898818	0.001327306883
1129	0.9999898818	0.001327305371
1130	0.9999898818	0.001327302395
1131	0.9999898818	0.001327300883
1132	0.9999898818	0.001327299636
1133	0.9999898818	0.001327296662
1134	0.9999898818	0.00132729515
1135	0.9999898818	0.001327293639
1136	0.9999898818	0.00132728862
1137	0.9999898818	0.001327287373
1138	0.9999898818	0.00132728675
1139	0.9999898818	0.001327285504
1140	0.9999898818	0.001327284258
1141	0.9999898818	0.001327283012
1142	0.9999898818	0.001327283012
1143	0.9999898818	0.001327283012
1144	0.9999898818	0.001327283012
1145	0.9999898818	0.001327283012
1146	0.9999898818	0.001327281766
1147	0.9999898818	0.001327281143
1148	0.9999898818	0.001327278445
1149	0.9999898818	0.0013272772
1150	0.9999898818	0.001327276146
1151	0.9999898818	0.001327273655
1152	0.9999898818	0.001327271165
1153	0.9999898818	0.001327265589
1154	0.9999898818	0.001327264536
1155	0.9999898818	0.001327262046
1156	0.9999898818	0.001327259558
1157	0.9999898818	0.001327258048
1158	0.9999898818	0.001327258048
1159	0.9999898818	0.00132725556
1160	0.9999898818	0.001327253072
1161	0.9999898818	0.001327250708
1162	0.9999898818	0.001327248221
1163	0.9999898818	0.001327248221
1164	0.9999898818	0.0013272476
1165	0.9999898818	0.001327237577
1166	0.9999898818	0.001327237577
1167	0.9999898818	0.001327236956
1168	0.9999898818	0.001327236334
1169	0.9999898818	0.001327235713
1170	0.9999898818	0.001327235092
1171	0.9999898818	0.00132723447
1172	0.9999898818	0.001327233849
1173	0.9999898818	0.001327233849
1174	0.9999898818	0.001327233228
1175	0.9999898818	0.001327232607
1176	0.9999898818	0.001327232607
1177	0.9999898818	0.001327231098
1178	0.9999898818	0.001327231098
1179	0.9999899091	0.001322812402
1180	0.9999899091	0.001322809608
1181	0.9999899091	0.001322808375
1182	0.9999899091	0.001322807141
1183	0.9999899091	0.001322805908
1184	0.9999899362	0.001322803832
1185	0.9999899362	0.001322802598
1186	0.9999899362	0.001322799806
1187	0.9999899362	0.001322798573
1188	0.9999899362	0.001322797196
1189	0.9999899362	0.001322794242
1190	0.9999899362	0.00132279301
1191	0.9999899362	0.00132279301
1192	0.9999899362	0.001322791777
1193	0.9999899362	0.001322790668
1194	0.9999899362	0.001322790668
1195	0.9999899362	0.001322790668
1196	0.9999899362	0.001322790668
1197	0.9999899362	0.001322790668
1198	0.9999899362	0.001322790668
1199	0.9999899362	0.001322790668
1200	0.9999899362	0.001322790668
1201	0.9999899362	0.001322788008
1202	0.9999899362	0.001322788008
1203	0.9999899362	0.001322788008
1204	0.9999899362	0.001322788008
1205	0.9999899362	0.001322786868
1206	0.9999899362	0.001322785636
1207	0.9999899362	0.001322784404
1208	0.9999899362	0.001322782465
1209	0.9999899362	0.001322781233
1210	0.9999899362	0.001322778281
1211	0.9999899362	0.001322775819
1212	0.9999899362	0.001322772798
1213	0.9999899362	0.001322769777
1214	0.9999899362	0.001322767316
1215	0.9999899362	0.001322764854
1216	0.9999899362	0.001322762394
1217	0.9999899362	0.001322761164
1218	0.9999899362	0.001322761164
1219	0.9999899362	0.001322760597
1220	0.9999899362	0.001322758138
1221	0.9999899362	0.001322756908
1222	0.9999899362	0.001322756908
1223	0.9999899362	0.001322756908
1224	0.9999899362	0.001322756908
1225	0.9999899362	0.001322751868
1226	0.9999899362	0.001322749409
1227	0.9999899362	0.001322749409
1228	0.9999899362	0.001322746752
1229	0.9999899362	0.001322741175
1230	0.9999899362	0.001322741175
1231	0.9999899362	0.001322740068
1232	0.9999899362	0.001322737411
1233	0.9999899362	0.001322737411
1234	0.9999899362	0.001322737411
1235	0.9999899362	0.001322737411
1236	0.9999899362	0.001322737411
1237	0.9999899362	0.001322737411
1238	0.9999899362	0.001322737411
1239	0.9999899362	0.001322737411
1240	0.9999899362	0.001322737411
1241	0.9999899362	0.001322737411
1242	0.999989914	0.001317840781
1243	0.999989914	0.001317840169
1244	0.999989914	0.001317839556
1245	0.999989914	0.001317838514
1246	0.999989914	0.001317837901
1247	0.999989914	0.001317837289
1248	0.999989914	0.001317835951
1249	0.9999899666	0.001312050784
1250	0.9999899666	0.001307938554
1251	0.9999900135	0.001304019167
1252	0.9999900135	0.001304016741
1253	0.9999900912	0.001298489075
1254	0.9999904194	0.001295022603
1255	0.9999903914	0.001289552246
1256	0.9999904408	0.001285399905
1257	0.9999904408	0.001285398367
1258	0.9999904408	0.001285396186
1259	0.9999905665	0.001279220018
1260	0.9999905665	0.001279220018
1261	0.9999905665	0.001279220018
1262	0.9999906673	0.001273949484
1263	0.9999906938	0.00127026571
1264	0.9999906938	0.00127026571
1265	0.9999908691	0.00126489379
1266	0.9999908691	0.00126489379
1267	0.9999908691	0.001264887668
1268	0.9999908691	0.001264886138
1269	0.9999908691	0.001264886138
1270	0.9999908691	0.001264886138
1271	0.9999908691	0.001264886138
1272	0.9999908691	0.001264885046
1273	0.9999908691	0.001264884311
1274	0.9999908691	0.001264883575
1275	0.9999908691	0.001264882226
1276	0.9999908691	0.001264882226
1277	0.9999908691	0.001264882226
1278	0.9999908691	0.001264877925
1279	0.9999908691	0.00126487719
1280	0.9999908691	0.00126487719
1281	0.9999908691	0.00126487719
1282	0.9999908691	0.00126487719
1283	0.9999908691	0.00126487719
1284	0.9999908691	0.001264875661
1285	0.9999908691	0.001264874132
1286	0.9999908691	0.001264874132
1287	0.9999908691	0.001264874132
1288	0.9999908691	0.001264873397
1289	0.9999908691	0.001264872605
1290	0.9999908691	0.001264870555
1291	0.9999908691	0.001264870555
1292	0.9999908691	0.001264870555
1293	0.9999908691	0.001264869763
1294	0.9999908691	0.001264869763
1295	0.9999908691	0.001264869763
1296	0.9999908691	0.001264869763
1297	0.9999908691	0.001264869763
1298	0.9999908691	0.001264869763
1299	0.9999908691	0.001264869763
1300	0.9999908691	0.001264868355
1301	0.9999908691	0.001264867564
1302	0.9999908691	0.001264867564
1303	0.9999908691	0.001264867564
1304	0.9999908691	0.001264865081
1305	0.9999908691	0.001264865081
1306	0.9999908691	0.00126486313
1307	0.9999908691	0.00126486313
1308	0.9999908691	0.001264851864
1309	0.9999908691	0.001264851864
1310	0.9999908691	0.001264851864
1311	0.9999908691	0.001264851073
1312	0.9999908691	0.001264850338
1313	0.9999908691	0.001264849547
1314	0.9999908691	0.001264848078
1315	0.9999908691	0.001264845717
1316	0.9999908691	0.001264845717
1317	0.9999908691	0.001264845717
1318	0.9999908691	0.001264845717
1319	0.9999908691	0.001264844248
1320	0.9999908691	0.001264843147
1321	0.9999908691	0.001264841906
1322	0.9999908691	0.001264841906
1323	0.9999908691	0.001264839424
1324	0.9999908691	0.001264839424
1325	0.9999908691	0.001264836369
1326	0.9999908691	0.001264833676
1327	0.9999908691	0.001264832885
1328	0.9999908691	0.001264832885
1329	0.9999908691	0.001264832212
1330	0.9999908691	0.001264832212
1331	0.9999908691	0.001264830744
1332	0.9999908691	0.001264830744
1333	0.9999908691	0.001264828263
1334	0.9999908691	0.001264827529
1335	0.9999908691	0.001264827529
1336	0.9999908691	0.001264827529
1337	0.9999908691	0.001264827529
1338	0.9999908691	0.001264826739
1339	0.9999908691	0.001264826066
1340	0.9999908691	0.001264826066
1341	0.9999908691	0.001264826066
1342	0.9999908691	0.001264826066
1343	0.9999908691	0.001264825276
1344	0.9999908691	0.001264825276
1345	0.9999908691	0.001264823809
1346	0.9999908691	0.001264823076
1347	0.9999908691	0.001264817084
1348	0.9999908691	0.001264816294
1349	0.9999908691	0.001264810304
1350	0.9999908691	0.001264809514
1351	0.9999908691	0.001264809514
1352	0.9999908691	0.001264808781
1353	0.9999908691	0.001264804426
1354	0.9999908691	0.001264804426
1355	0.9999908691	0.001264802901
1356	0.9999908691	0.001264802111
1357	0.9999908691	0.001264801322
1358	0.9999908691	0.001264790061
1359	0.9999908691	0.001264790061
1360	0.9999908691	0.001264790061
1361	0.9999908691	0.001264788822
1362	0.9999908691	0.001264788822
1363	0.9999908691	0.001264788032
1364	0.9999908691	0.001264786932
1365	0.9999908691	0.00126478626
1366	0.9999908691	0.00126478626
1367	0.9999908691	0.001264784735
1368	0.9999908691	0.001264784735
1369	0.9999908691	0.001264784735
1370	0.9999908691	0.001264784735
1371	0.9999908691	0.001264784735
1372	0.9999908691	0.001264783211
1373	0.9999908691	0.001264783211
1374	0.9999908691	0.001264783211
1375	0.9999908691	0.001264783211
1376	0.9999908691	0.001264783211
1377	0.9999908691	0.001264781686
1378	0.9999908691	0.001264781686
1379	0.9999908691	0.00126478019
1380	0.9999908691	0.001264779401
1381	0.9999908691	0.001264779401
1382	0.9999908691	0.001264778668
1383	0.9999908691	0.001264778668
1384	0.9999908691	0.001264777325
1385	0.9999908691	0.001264777325
1386	0.9999908691	0.001264777325
1387	0.9999908691	0.001264777325
1388	0.9999908691	0.001264775801
1389	0.9999908691	0.001264753291
1390	0.9999908691	0.001264753291
1391	0.9999908691	0.001264753291
1392	0.9999908691	0.001264752502
1393	0.9999908691	0.001264750328
1394	0.9999908691	0.001264750328
1395	0.9999908691	0.001264750328
1396	0.9999908691	0.001264749089
1397	0.9999908691	0.001264749089
1398	0.9999908691	0.001264749089
1399	0.9999908691	0.001264744578
1400	0.9999908691	0.001264744578
1401	0.9999908691	0.001264743055
1402	0.9999908691	0.001264742323
1403	0.9999908691	0.001264741223
1404	0.9999908691	0.001264739727
1405	0.9999908691	0.001264739727
1406	0.99999098	0.001260765631
1407	0.99999098	0.001260765631
1408	0.99999098	0.001260765631
1409	0.99999098	0.001260765631
1410	0.99999098	0.001260764359
1411	0.99999098	0.001260764359
1412	0.99999098	0.001260760476
1413	0.99999098	0.001260759204
1414	0.99999098	0.001260759204
1415	0.99999098	0.001260759204
1416	0.99999098	0.001260757688
1417	0.99999098	0.001260757688
1418	0.99999098	0.001260756966
1419	0.99999098	0.001260756966
1420	0.99999098	0.00126075545
1421	0.99999098	0.001260754212
1422	0.99999098	0.001260754212
1423	0.99999098	0.001260754212
1424	0.99999098	0.001260754212
1425	0.99999098	0.001260754212
1426	0.99999098	0.001260751181
1427	0.99999098	0.001260751181
1428	0.99999098	0.001260751181
1429	0.99999098	0.001260751181
1430	0.99999098	0.001260751181
1431	0.99999098	0.001260751181
1432	0.99999098	0.001260748433
1433	0.99999098	0.001260748433
1434	0.99999098	0.001260748433
1435	0.99999098	0.001260747111
1436	0.99999098	0.001260745937
1437	0.99999098	0.001260745479
1438	0.99999098	0.001260744703
1439	0.99999098	0.001260742512
1440	0.99999098	0.00126074119
1441	0.99999098	0.00126074119
1442	0.99999098	0.00126074119
1443	0.99999098	0.00126074119
1444	0.99999098	0.001260739748
1445	0.99999098	0.001260737558
1446	0.9999910324	0.00125681996
1447	0.9999910324	0.001256819378
1448	0.9999910324	0.001256819378
1449	0.9999910324	0.001256818841
1450	0.9999910324	0.001256818259
1451	0.9999910324	0.00125681525
1452	0.9999910324	0.001256813122
1453	0.9999910324	0.001256810418
1454	0.9999910324	0.001256808289
1455	0.9999910324	0.001256807707
1456	0.9999910324	0.00125680665
1457	0.9999910324	0.001256805594
1458	0.9999910324	0.001256804537
1459	0.9999910324	0.001256803955
1460	0.9999910324	0.001256803373
1461	0.9999910324	0.001256802309
1462	0.9999910324	0.001256799302
1463	0.9999910324	0.001256798042
1464	0.9999910324	0.001256797079
1465	0.9999910324	0.001256797079
1466	0.9999910324	0.001256795552
1467	0.9999910324	0.001256795552
1468	0.9999910324	0.001256794292
1469	0.9999910324	0.001256794292
1470	0.9999910324	0.001256793234
1471	0.9999910324	0.001256792652
1472	0.9999910324	0.00125679207
1473	0.9999910324	0.001256791543
1474	0.9999910324	0.001256790487
1475	0.9999910324	0.001256789524
1476	0.9999910324	0.001256789524
1477	0.9999910324	0.001256788468
1478	0.9999910324	0.001256787412
1479	0.9999910324	0.001256784444
1480	0.9999910324	0.001256784444
1481	0.9999910324	0.001256784444
1482	0.9999910324	0.001256784444
1483	0.9999910324	0.001256782118
1484	0.9999910324	0.001256781155
1485	0.9999910324	0.001256781155
1486	0.9999910324	0.001256778188
1487	0.9999910324	0.001256777226
1488	0.9999910324	0.001256775114
1489	0.9999910324	0.001256772789
1490	0.9999910324	0.001256772789
1491	0.9999910324	0.001256770464
1492	0.9999910324	0.001256770464
1493	0.9999910324	0.001256770464
1494	0.9999910324	0.001256770464
1495	0.9999910705	0.001249605446
1496	0.9999910705	0.001249604292
1497	0.9999910705	0.001249603137
1498	0.9999910705	0.001249602177
1499	0.9999910705	0.001249602177
1500	0.9999910705	0.001249602177
1501	0.9999910705	0.001249601023
1502	0.9999910705	0.001249599869
1503	0.9999910705	0.001249598715
1504	0.9999910705	0.001249596628
1505	0.9999910705	0.001249595667
1506	0.9999910705	0.001249595667
1507	0.9999910705	0.001249595667
1508	0.9999910705	0.001249594514
1509	0.9999910705	0.00124959336
1510	0.9999910705	0.001249591273
1511	0.9999910705	0.001249591273
1512	0.9999910705	0.001249591273
1513	0.9999910705	0.00124959012
1514	0.9999910705	0.001249588967
1515	0.9999910705	0.001249587814
1516	0.9999910705	0.001249586661
1517	0.9999910705	0.001249585508
1518	0.9999910705	0.001249584548
1519	0.9999910705	0.001249583395
1520	0.9999910705	0.001249581309
1521	0.9999910705	0.001249579223
1522	0.9999910705	0.001249577923
1523	0.9999910705	0.001249572628
1524	0.9999910705	0.001249571476
1525	0.9999910705	0.001249570516
1526	0.9999910705	0.001249569364
1527	0.9999910705	0.001249568911
1528	0.9999910705	0.001249568911
1529	0.9999910705	0.001249566825
1530	0.9999910705	0.001249566825
1531	0.9999910705	0.001249565673
1532	0.9999910705	0.001249565673
1533	0.9999910705	0.001249564521
1534	0.9999910705	0.00124956337
1535	0.9999910705	0.00124956337
1536	0.9999910705	0.00124956337
1537	0.9999910705	0.001249562664
1538	0.9999910705	0.001249561513
1539	0.9999910705	0.001249560554
1540	0.9999910705	0.001249560554
1541	0.9999910705	0.001249559848
1542	0.9999910705	0.001249558697
1543	0.9999910705	0.001249558697
1544	0.9999910705	0.001249557546
1545	0.9999910705	0.001249556395
1546	0.9999910705	0.001249555244
1547	0.9999910705	0.001249554093
1548	0.9999910705	0.001249554093
1549	0.9999910705	0.001249548045
1550	0.9999910705	0.001249546894
1551	0.9999910705	0.001249546894
1552	0.9999910705	0.001249544809
1553	0.9999910705	0.001249533279
1554	0.9999910705	0.001249533279
1555	0.9999910705	0.001249533279
1556	0.9999910705	0.001249533279
1557	0.9999910705	0.001249533279
1558	0.9999910705	0.001249533279
1559	0.9999910705	0.001249531094
1560	0.9999910705	0.001249531094
1561	0.9999910705	0.001249529944
1562	0.9999910705	0.001249527876
1563	0.9999910705	0.001249527114
1564	0.9999910705	0.001249526359
1565	0.9999910705	0.001249525209
1566	0.9999910705	0.001249525209
1567	0.9999910705	0.001249525209
1568	0.9999910705	0.001249524302
1569	0.9999910705	0.001249522003
1570	0.9999910705	0.001249519704
1571	0.9999910705	0.001249518555
1572	0.9999910705	0.001249516748
1573	0.9999910705	0.0012495156
1574	0.9999910705	0.0012495156
1575	0.9999910705	0.001249513414
1576	0.9999910705	0.001249511117
1577	0.9999910705	0.00124950905
1578	0.9999910705	0.001249506754
1579	0.9999910705	0.001249504458
1580	0.9999910705	0.001249499165
1581	0.9999910705	0.001249497099
1582	0.9999910705	0.001249495803
1583	0.9999910705	0.001249493736
1584	0.9999910705	0.001249491441
1585	0.9999910705	0.001249489359
1586	0.9999910705	0.001249488212
1587	0.9999910705	0.001249485917
1588	0.9999910705	0.001249483852
1589	0.9999910705	0.001249482705
1590	0.9999910705	0.00124948154
1591	0.9999910705	0.001249479247
1592	0.9999910705	0.001249478289
1593	0.9999910705	0.001249475996
1594	0.9999910705	0.001249473704
1595	0.9999910705	0.001249473704
1596	0.9999910705	0.001249472558
1597	0.9999910705	0.001249472558
1598	0.9999910705	0.001249472558
1599	0.9999910705	0.001249470494
1600	0.9999910705	0.001249468429
1601	0.9999910705	0.001249468429
1602	0.9999910705	0.001249466138
1603	0.9999910705	0.001249463847
1604	0.9999910705	0.001249461663
1605	0.9999910705	0.001249461663
1606	0.9999909939	0.001244359152
1607	0.9999909939	0.001244358626
1608	0.9999909939	0.001244356166
1609	0.9999909939	0.001244353999
1610	0.9999909939	0.001244352871
1611	0.9999909939	0.001244352871
1612	0.9999909939	0.001244348491
1613	0.9999909939	0.001244347461
1614	0.9999909939	0.001244346333
1615	0.9999909939	0.001244342825
1616	0.9999909939	0.001244342255
1617	0.9999909939	0.001244341128
1618	0.9999909939	0.001244340564
1619	0.9999909939	0.001244340564
1620	0.9999909939	0.001244339437
1621	0.9999909939	0.001244338874
1622	0.9999909939	0.001244336415
1623	0.9999909939	0.00124433504
1624	0.9999909939	0.001244333913
1625	0.9999909939	0.001244328412
1626	0.9999909939	0.001244327286
1627	0.9999909939	0.001244326723
1628	0.9999909939	0.001244325694
1629	0.9999909939	0.001244324664
1630	0.9999909939	0.001244324101
1631	0.9999909939	0.001244323072
1632	0.9999909939	0.001244320984
1633	0.9999909939	0.001244319858
1634	0.9999909939	0.001244317313
1635	0.9999909939	0.001244316751
1636	0.9999909939	0.001244315625
1637	0.9999909939	0.001244315063
1638	0.9999909939	0.001244313937
1639	0.9999909939	0.001244313375
1640	0.9999909939	0.001244313375
1641	0.9999909939	0.001244312812
1642	0.9999909939	0.001244312812
1643	0.9999909939	0.001244311783
1644	0.9999909939	0.001244310658
1645	0.9999909939	0.001244309408
1646	0.9999910648	0.001238996568
1647	0.9999910648	0.001238996568
1648	0.9999910648	0.001238996008
1649	0.9999910648	0.001238994916
1650	0.9999910648	0.001238994916
1651	0.9999910648	0.001238994916
1652	0.9999910648	0.001238994356
1653	0.9999910648	0.001238994356
1654	0.9999910648	0.001238993797
1655	0.9999910648	0.001238993238
1656	0.9999910648	0.001238992678
1657	0.9999910648	0.001238992678
1658	0.9999910648	0.001238992678
1659	0.9999910032	0.001234090051
1660	0.9999910032	0.001234090051
1661	0.9999910032	0.001234090051
1662	0.9999910032	0.001234068209
1663	0.9999910032	0.001234068209
1664	0.9999910032	0.001234067179
1665	0.9999910032	0.001234066139
1666	0.9999910032	0.001234066139
1667	0.9999910032	0.0012340651
1668	0.9999910032	0.0012340651
1669	0.9999910032	0.00123406407
1670	0.9999910032	0.001234060639
1671	0.9999910032	0.001234059599
1672	0.9999910032	0.001234059599
1673	0.9999910032	0.001234059599
1674	0.9999910032	0.001234059599
1675	0.9999910032	0.001234059599
1676	0.9999910032	0.001234059599
1677	0.9999910032	0.001234059599
1678	0.9999910032	0.001234058584
1679	0.9999910032	0.001234057553
1680	0.9999910032	0.001234057553
1681	0.9999910032	0.001234055338
1682	0.9999910032	0.001234055338
1683	0.9999910032	0.001234033512
1684	0.9999910032	0.001234033512
1685	0.9999910032	0.001234033512
1686	0.9999910032	0.001234033512
1687	0.9999910032	0.001234031451
1688	0.9999910032	0.001234030412
1689	0.9999910032	0.00123402797
1690	0.9999910032	0.00123402797
1691	0.9999910032	0.00123402797
1692	0.9999910032	0.001234026941
1693	0.9999910032	0.001234025902
1694	0.9999910032	0.001234023687
1695	0.9999910032	0.001234021472
1696	0.9999910032	0.001234019258
1697	0.9999910032	0.001234017045
1698	0.9999910032	0.001234017045
1699	0.9999910032	0.001234017045
1700	0.9999910032	0.001234017045
1701	0.9999910032	0.001234017045
1702	0.9999910032	0.001234017045
1703	0.9999910032	0.001234017045
1704	0.9999910032	0.001234017045
1705	0.9999910032	0.001234006139
1706	0.9999910032	0.001234006139
1707	0.9999910032	0.001234004643
1708	0.9999910032	0.00123400243
1709	0.9999910032	0.001234000217
1710	0.9999910032	0.001234000217
