iter	PRAUC	Logloss
66	0.9993122589	0.06213752336
67	0.9993180294	0.06153054697
68	0.9993233088	0.06079350515
69	0.9993277348	0.0599107152
70	0.9993346562	0.05902547996
71	0.9993367598	0.05818271319
72	0.9993446657	0.05726056099
73	0.9993548117	0.0567257999
74	0.9993658778	0.05616086548
75	0.9993725424	0.05556554536
76	0.9993842801	0.05468075843
77	0.9993958654	0.05409236544
78	0.9994105671	0.05331715097
79	0.9994262884	0.05273901542
80	0.9994348474	0.0514479734
81	0.9994392092	0.05074591576
82	0.999448931	0.05015977473
83	0.9994523101	0.04934953063
84	0.9994556456	0.04878647695
85	0.9994692116	0.04778162576
86	0.9994770421	0.04697037426
87	0.9994818517	0.04658504936
88	0.9994849269	0.04590741881
89	0.9994908591	0.0454805716
90	0.9994947539	0.04488673348
91	0.9995016686	0.04449738325
92	0.9995088665	0.04350153961
93	0.9995132083	0.04287762459
94	0.9995300955	0.04230402558
95	0.9995336521	0.04162743091
96	0.9995454142	0.04117682861
97	0.9995457338	0.04097121743
98	0.999563499	0.04015017469
99	0.9995670121	0.0398432537
100	0.9995648868	0.03935668767
101	0.9995641652	0.03896679428
102	0.9995662162	0.03862475398
103	0.9995665373	0.03821179504
104	0.999574218	0.03746480716
105	0.9995816095	0.03673822598
106	0.9995865199	0.03629014789
107	0.9995827899	0.0357858586
108	0.9995971689	0.03474135891
109	0.9996051274	0.03439411889
110	0.9996094867	0.03407936093
111	0.9996135754	0.03346273409
112	0.9996158812	0.03269899283
113	0.9996149501	0.03223939128
114	0.9996157265	0.03169640011
115	0.9996191823	0.03105436419
116	0.9996288416	0.03039078318
117	0.9996277317	0.0296982101
118	0.9996258931	0.02936424751
119	0.9996284694	0.02899602514
120	0.9996413417	0.02842312109
121	0.9996439722	0.02821279582
122	0.9996448882	0.0279952657
123	0.9996509894	0.02762549957
124	0.9996576845	0.02727176521
125	0.9996628324	0.02694057318
126	0.9996658557	0.02663257339
127	0.9996632718	0.02645978505
128	0.999664459	0.02607202698
129	0.9996660658	0.02582324591
130	0.9996677886	0.02540969539
131	0.9996689769	0.0252129555
132	0.9996770985	0.02487414869
133	0.999677597	0.02454884735
134	0.999674956	0.02443967701
135	0.9996796953	0.02421284552
136	0.9996830354	0.0240065625
137	0.9996835099	0.0235615941
138	0.9996827427	0.02341988866
139	0.9996841607	0.02321611561
140	0.9996848927	0.02283746651
141	0.9996868734	0.02251248791
142	0.9996885065	0.022211965
143	0.9996928704	0.02207320873
144	0.9996963924	0.02170622495
145	0.9996959394	0.02156188352
146	0.9996978472	0.02133672752
147	0.9996985777	0.02100271631
148	0.999701528	0.0208664264
149	0.9997047291	0.0206098751
150	0.9997131002	0.02028322333
151	0.9997169193	0.0199396156
152	0.999715505	0.01982504277
153	0.9997202943	0.01960688283
154	0.9997208278	0.01936580437
155	0.9997193133	0.019126617
156	0.9997180018	0.01897910851
157	0.9997176478	0.0188410602
158	0.9997208116	0.01862012989
159	0.9997233839	0.01854098972
160	0.9997211999	0.0183353508
161	0.999723187	0.01804172299
162	0.9997230525	0.017813143
163	0.999724525	0.0176304368
164	0.9997277533	0.0174573325
165	0.9997277912	0.01730014066
166	0.999728269	0.01708674389
167	0.9997316043	0.01694731595
168	0.9997327009	0.01673474596
169	0.999733666	0.01660745554
170	0.999735859	0.01639269013
171	0.999738129	0.01620363798
172	0.9997375276	0.01605578185
173	0.9997404593	0.01591566825
174	0.9997401079	0.01579711298
175	0.9997431441	0.01559226733
176	0.999742869	0.01549194961
177	0.9997478274	0.01533156578
178	0.999762427	0.01522904476
179	0.9997638231	0.01508751983
180	0.9997680735	0.01504073037
181	0.9997751097	0.01479462024
182	0.9997748988	0.01464016685
183	0.999775414	0.01447626506
184	0.9997749578	0.01436588182
185	0.9997744118	0.01422454576
186	0.9997746781	0.01407629794
187	0.9997749497	0.01397860558
188	0.9997762103	0.01380656975
189	0.9997769701	0.01359705572
190	0.9997772461	0.01350399842
191	0.9997773345	0.01340263247
192	0.9997781046	0.01326303755
193	0.9997825219	0.01316401096
194	0.999786494	0.01305042696
195	0.9997882739	0.01293702486
196	0.9997889748	0.01273200862
197	0.9997897595	0.01264749395
198	0.9997922786	0.01247085693
199	0.999791436	0.01235953825
200	0.9997923631	0.01226102232
201	0.9997905927	0.01219584959
202	0.9997906094	0.01207890364
203	0.9997913938	0.01194203927
204	0.9997929178	0.01180510789
205	0.9997931847	0.01170069797
206	0.9997921666	0.01158663298
207	0.999790859	0.01137651423
208	0.999795707	0.01124788347
209	0.9997944274	0.01106793117
210	0.9997968733	0.01097988998
211	0.999797057	0.01087635834
212	0.9997990244	0.01084865349
213	0.9998003862	0.01072782814
214	0.9998009322	0.01066949514
215	0.9998010523	0.01057469488
216	0.999800565	0.01045481041
217	0.9998014281	0.01039832652
218	0.9998015068	0.01030644421
219	0.9998017546	0.01015378373
220	0.999802631	0.01009136969
221	0.9998030915	0.0100115734
222	0.9998052573	0.009939647822
223	0.9998068394	0.009846956483
224	0.9998083052	0.009760325388
225	0.9998091213	0.009717644137
226	0.999810863	0.009606740672
227	0.9998106338	0.009425415819
228	0.9998102133	0.009364086962
229	0.9998122427	0.00929317384
230	0.9998133302	0.009257228497
231	0.9998113004	0.009169604044
232	0.999811934	0.009118674822
233	0.9998120949	0.009071092499
234	0.9998118675	0.009021183984
235	0.9998115183	0.008977609649
236	0.9998112432	0.008879272638
237	0.9998134407	0.008762531334
238	0.999812387	0.008686422969
239	0.9998131959	0.008646774666
240	0.9998133897	0.00861111493
241	0.9998141785	0.00854789787
242	0.9998161777	0.008502639625
243	0.9998162486	0.008458497765
244	0.999818888	0.008397333991
245	0.999823112	0.008305448252
246	0.9998254381	0.008267725613
247	0.9998297703	0.008189248789
248	0.9998301499	0.008160783643
249	0.9998301029	0.008114393229
250	0.9998322624	0.007998019646
251	0.9998359224	0.0079187337
252	0.9998365365	0.007828045772
253	0.9998356228	0.007764150551
254	0.9998383005	0.007686254697
255	0.9998387396	0.007644562418
256	0.9998556172	0.00759019755
257	0.9998564622	0.007531031936
258	0.999857638	0.007502459648
259	0.9998577398	0.007456233955
260	0.9998579051	0.007408953167
261	0.9998577805	0.007320504396
262	0.9998583814	0.007263109064
263	0.9998583707	0.007245832019
264	0.9998585568	0.007197456313
265	0.9998586996	0.007181142647
266	0.9998595163	0.007140566896
267	0.9998591469	0.00709983023
268	0.9998608613	0.007042012717
269	0.9998613797	0.006952847722
270	0.9998613519	0.006905073261
271	0.9998612507	0.006855315748
272	0.9998610315	0.006802617316
273	0.9998615192	0.006734246301
274	0.9998616474	0.006679156696
275	0.9998624944	0.006602160298
276	0.9998628063	0.006520447577
277	0.9998645779	0.006446936795
278	0.9998650571	0.006417352071
279	0.9998643725	0.006369597752
280	0.9998646678	0.006340895723
281	0.9998657823	0.006290364929
282	0.9998654503	0.006252277624
283	0.9998656366	0.006211895618
284	0.9998670849	0.006167717074
285	0.999867106	0.00614158363
286	0.9998692554	0.006081120642
287	0.9998695345	0.006029856145
288	0.9998699019	0.005971376485
289	0.9998705285	0.005916121884
290	0.9998708088	0.005891959785
291	0.9998716369	0.005826838037
292	0.9998718041	0.005804791345
293	0.9998717682	0.005748762695
294	0.9998728305	0.00568344119
295	0.9998747934	0.005651413262
296	0.9998749294	0.005611114129
297	0.9998748264	0.005576846129
298	0.9998758919	0.005506986627
299	0.9998764288	0.005481234353
300	0.9998765889	0.005445162261
301	0.999877037	0.005402387797
302	0.9998799307	0.005336061634
303	0.9998798501	0.005303597499
304	0.9998803424	0.005275993855
305	0.9998802668	0.005249475472
306	0.9998803219	0.005221589108
307	0.9998804569	0.005169938404
308	0.9998812398	0.005116920781
309	0.9998820216	0.005095747585
310	0.9998824385	0.005038517744
311	0.9998825151	0.004970018092
312	0.9998832127	0.004931705892
313	0.9998834466	0.004877488748
314	0.9998843674	0.004842202637
315	0.999884492	0.004822906076
316	0.9998848363	0.004781462577
317	0.999885324	0.004737487711
318	0.9998850352	0.004693354159
319	0.9998852787	0.004654764357
320	0.9998862064	0.004630887676
321	0.9998860103	0.004616121847
322	0.9998864571	0.004584063162
323	0.9998860843	0.00455973633
324	0.9998874103	0.004527351135
325	0.9998890035	0.004496935508
326	0.9998894743	0.004481085058
327	0.999889698	0.004465124375
328	0.9998909274	0.004443085605
329	0.9998912229	0.004414473465
330	0.9998927194	0.004391494035
331	0.999893132	0.004371213808
332	0.9998958066	0.004350117161
333	0.999895877	0.004328067032
334	0.9998966015	0.004299131313
335	0.9998966366	0.004247050286
336	0.9998970297	0.004207577685
337	0.9998973733	0.004191550232
338	0.9998980632	0.004169637414
339	0.9998983709	0.004158725169
340	0.9998989075	0.004121497631
341	0.9998991891	0.004095940239
342	0.9998990016	0.00405128842
343	0.9998998651	0.004038580544
344	0.9999009151	0.004024719844
345	0.9999012817	0.00399436653
346	0.9999015743	0.003978546985
347	0.9999016089	0.003952412171
348	0.9999017191	0.003907441918
349	0.9999023345	0.003893475057
350	0.9999026714	0.003873503372
351	0.9999117165	0.003844200934
352	0.9999112369	0.00382322318
353	0.9999117111	0.003805530959
354	0.9999117114	0.00378585071
355	0.9999119488	0.00377325512
356	0.999912344	0.003748981652
357	0.9999126588	0.003731867403
358	0.9999133106	0.003706344097
359	0.9999134497	0.003676229497
360	0.9999135234	0.003659417295
361	0.9999202412	0.003638348264
362	0.9999202578	0.00362421904
363	0.9999204876	0.003604026314
364	0.999921137	0.003589978608
365	0.9999235105	0.003572926881
366	0.9999237927	0.003565441415
367	0.9999235278	0.003544264212
368	0.9999238309	0.003505881623
369	0.999923731	0.003486336487
370	0.999923934	0.003463109989
371	0.9999238813	0.003440661598
372	0.9999239009	0.003412228674
373	0.9999244582	0.003395940656
374	0.9999247347	0.003378736488
375	0.9999247604	0.003364205241
376	0.9999247221	0.003346806226
377	0.9999251957	0.00333916321
378	0.9999251957	0.003321447923
379	0.9999269226	0.003302465216
380	0.9999272155	0.003283937214
381	0.99992719	0.003266092952
382	0.999927797	0.003254529522
383	0.999928618	0.003247665196
384	0.9999289537	0.003225223289
385	0.9999290171	0.003212234807
386	0.9999290434	0.003194122982
387	0.9999292336	0.003181722734
388	0.9999296527	0.003174580659
389	0.999930143	0.00316581706
390	0.9999302498	0.003133434502
391	0.9999302227	0.003113455147
392	0.9999317771	0.003095422532
393	0.9999320165	0.003067050768
394	0.9999357648	0.003053863281
395	0.9999356916	0.003047025065
396	0.9999357694	0.003030476397
397	0.9999358839	0.003015790233
398	0.9999359363	0.002989844345
399	0.9999361734	0.002984535706
400	0.9999367032	0.002959511961
401	0.9999368875	0.002939573876
402	0.9999370299	0.002931179622
403	0.9999370485	0.002920959292
404	0.9999371444	0.002915353513
405	0.9999368118	0.002907276729
406	0.9999368779	0.00289203687
407	0.9999373043	0.00288197139
408	0.9999380328	0.00287245478
409	0.9999390725	0.002853201367
410	0.9999395763	0.002831240952
411	0.9999397366	0.00282498823
412	0.9999399281	0.002817170145
413	0.9999402432	0.002799205356
414	0.9999406704	0.002786567528
415	0.9999407707	0.002773878159
416	0.9999407353	0.002763494654
417	0.9999408391	0.002743169498
418	0.9999414391	0.002731727934
419	0.9999414066	0.002723499678
420	0.9999414263	0.002709698936
421	0.9999416966	0.002701235235
422	0.9999417426	0.002685842794
423	0.9999422711	0.002674341165
424	0.9999422743	0.002667502242
425	0.9999427703	0.002653429349
426	0.9999431984	0.002635718392
427	0.9999432265	0.00262898655
428	0.9999432942	0.002622933005
429	0.9999451066	0.002606983185
430	0.9999457608	0.002599198153
431	0.9999457647	0.002589609892
432	0.9999462163	0.002571731947
433	0.9999464987	0.002566017796
434	0.9999466219	0.002551167221
435	0.9999467956	0.00253470181
436	0.9999470073	0.002523464211
437	0.9999471455	0.002503919573
438	0.9999474375	0.002496237076
439	0.9999475841	0.002482381734
440	0.9999477555	0.002469109375
441	0.9999510509	0.002450382054
442	0.9999510504	0.002436939959
443	0.9999515424	0.002428674918
444	0.9999519213	0.002408825645
445	0.9999523207	0.002400496321
446	0.9999523292	0.002382578221
447	0.9999524014	0.002371870499
448	0.9999524216	0.0023634525
449	0.9999524982	0.002353875434
450	0.9999527308	0.00234637127
451	0.9999527131	0.002338229952
452	0.9999530736	0.002324752391
453	0.9999531065	0.002320119523
454	0.9999532958	0.002313735819
455	0.9999535454	0.002306588039
456	0.9999566669	0.002283773318
457	0.9999568328	0.002271521238
458	0.999958927	0.00225907949
459	0.999959271	0.002252855324
460	0.9999593203	0.00224754143
461	0.9999596564	0.002238558274
462	0.9999599236	0.002234893976
463	0.999959971	0.002224960359
464	0.9999602603	0.002220304102
465	0.9999601547	0.002213181692
466	0.9999605295	0.002198438071
467	0.9999605977	0.002192905087
468	0.9999610393	0.002189574231
469	0.9999641582	0.002175270782
470	0.9999642527	0.002165446319
471	0.9999642527	0.002165442574
472	0.9999650767	0.002153904427
473	0.9999650207	0.00214438597
474	0.9999652177	0.002134694006
475	0.9999652657	0.002124061492
476	0.9999666809	0.002108725947
477	0.9999669958	0.002103849356
478	0.9999670952	0.002099154681
479	0.9999672445	0.0020940399
480	0.9999676237	0.002085389857
481	0.9999677486	0.002080930472
482	0.9999681899	0.00206662943
483	0.999968506	0.002060804444
484	0.999971439	0.002045365561
485	0.9999716251	0.002032534311
486	0.9999719289	0.002028695964
487	0.9999720952	0.002019512077
488	0.9999721517	0.002006619452
489	0.9999740889	0.001992547471
490	0.9999743644	0.001988244578
491	0.9999744635	0.001979891659
492	0.9999746307	0.001975036207
493	0.999976163	0.001960539484
494	0.9999765561	0.001953583278
495	0.9999767447	0.001946312319
496	0.9999770188	0.001939791048
497	0.9999770739	0.001931949283
498	0.9999770948	0.001928114838
499	0.9999770948	0.001928113004
500	0.9999770948	0.001928108386
501	0.9999771017	0.001922897081
502	0.9999770954	0.00191583493
503	0.9999773514	0.001908078006
504	0.999978292	0.0018948434
505	0.999978292	0.001894834531
506	0.9999784264	0.001884576524
507	0.9999785227	0.001877332753
508	0.999978781	0.001872872923
509	0.999978852	0.001864492536
510	0.999979065	0.001858210635
511	0.9999790538	0.001853864235
512	0.9999790248	0.00183926412
513	0.999979313	0.001832565699
514	0.9999794677	0.001828467386
515	0.9999794895	0.001822111567
516	0.9999795627	0.001817729811
517	0.9999798457	0.001811434715
518	0.9999798598	0.001806962889
519	0.9999799853	0.001801394572
520	0.9999800901	0.001793219207
521	0.999980222	0.001786506942
522	0.99998031	0.001781539342
523	0.9999803808	0.001776443989
524	0.9999804123	0.001763039987
525	0.9999804123	0.001763038794
526	0.9999804123	0.001763037731
527	0.999980575	0.001760460504
528	0.9999804885	0.00175292203
529	0.9999805777	0.001746485859
530	0.9999814215	0.001736131825
531	0.9999822019	0.001723583995
532	0.9999823123	0.001712254248
533	0.9999824132	0.001708494516
534	0.9999824976	0.001702088275
535	0.9999824976	0.001702084113
536	0.9999824976	0.001702084113
537	0.9999824976	0.001702080022
538	0.9999830267	0.001690714415
539	0.9999830267	0.001690707388
540	0.9999830267	0.001690705085
541	0.9999830267	0.001690705085
542	0.9999830267	0.001690705085
543	0.9999830267	0.001690705085
544	0.9999830267	0.001690705085
545	0.9999830267	0.001690705085
546	0.9999830267	0.001690705085
547	0.9999830267	0.001690705085
548	0.9999830267	0.001690705085
549	0.9999830267	0.001690705085
550	0.9999830267	0.001690705085
551	0.9999830267	0.001690699026
552	0.9999830267	0.001690691337
553	0.9999830267	0.001690683988
554	0.9999830267	0.001690683988
555	0.9999830267	0.001690683988
556	0.9999830267	0.001690683988
557	0.9999830267	0.001690683988
558	0.9999830267	0.00169067739
559	0.9999830267	0.00169067739
560	0.9999830267	0.00169067739
561	0.9999830267	0.001690671335
562	0.9999830267	0.001690671335
563	0.9999831507	0.001689512593
564	0.9999831794	0.001687560597
565	0.9999838024	0.001673191837
566	0.999983867	0.001659344656
567	0.9999842641	0.001646236191
568	0.9999844667	0.001637243833
569	0.9999844667	0.001637242853
570	0.9999844667	0.001637241874
571	0.9999847052	0.001630696946
572	0.9999847052	0.001630696946
573	0.9999848418	0.00162959464
574	0.9999849705	0.001623238784
575	0.9999849705	0.001623238784
576	0.9999849705	0.001623238784
577	0.9999849903	0.00161025173
578	0.9999849903	0.00161025173
579	0.9999849903	0.001610250056
580	0.9999849903	0.001610250056
581	0.9999849903	0.001610248263
582	0.9999849903	0.001610246589
583	0.9999849903	0.001610246589
584	0.9999849903	0.001610246589
585	0.9999849903	0.001610246589
586	0.9999849903	0.001610244953
587	0.9999849903	0.001610243327
588	0.9999849903	0.001610241701
589	0.9999849903	0.001610241701
590	0.9999849903	0.001610237882
591	0.9999849903	0.001610237119
592	0.9999850972	0.001608184314
593	0.9999854235	0.001596446785
594	0.9999855493	0.00159050749
595	0.9999854923	0.001579155726
596	0.9999854923	0.001579153299
597	0.9999857043	0.001573327737
598	0.9999857043	0.001573327737
599	0.9999857043	0.001573322435
600	0.9999857043	0.00157332087
601	0.9999857043	0.001573315569
602	0.9999857043	0.001573314004
603	0.9999859407	0.001566456279
604	0.9999859407	0.001566456279
605	0.9999859407	0.001566456279
606	0.9999859407	0.001566456279
607	0.9999859407	0.001566456279
608	0.9999859407	0.00156645468
609	0.9999859407	0.001566453081
610	0.9999859407	0.001566453081
611	0.9999859407	0.001566453081
612	0.9999859644	0.001565468832
613	0.9999859644	0.001565466047
614	0.9999859644	0.001565462635
615	0.9999859644	0.001565457389
616	0.9999859644	0.001565455857
617	0.9999859644	0.001565454278
618	0.9999859644	0.001565452746
619	0.9999859644	0.001565451048
620	0.9999859644	0.001565445803
621	0.9999860403	0.001558735837
622	0.9999861407	0.001552988689
623	0.9999861407	0.001552988689
624	0.9999861407	0.001552988689
625	0.9999861407	0.001552988689
626	0.9999861407	0.001552988689
627	0.9999861407	0.001552988689
628	0.9999861407	0.001552988689
629	0.9999861407	0.001552988689
630	0.9999861407	0.001552988689
631	0.9999861407	0.001552988689
632	0.9999861407	0.001552985683
633	0.9999861407	0.001552985683
634	0.9999861407	0.001552985683
635	0.9999861407	0.001552985683
636	0.9999861407	0.001552985683
637	0.9999861407	0.001552985683
638	0.9999861407	0.001552985683
639	0.9999861407	0.001552985683
640	0.9999861407	0.001552985683
641	0.9999861407	0.001552985683
642	0.9999861407	0.001552985683
643	0.9999861407	0.001552984241
644	0.9999861407	0.001552984241
645	0.9999861407	0.001552984241
646	0.9999861407	0.001552984241
647	0.9999861407	0.001552984241
648	0.9999861407	0.001552984241
649	0.9999861407	0.001552984241
650	0.9999861642	0.001552039367
651	0.9999862162	0.001550207299
652	0.9999862162	0.001550207299
653	0.9999862162	0.001550203728
654	0.9999863958	0.001542401819
655	0.9999863958	0.001542400454
656	0.9999864013	0.001531921586
657	0.9999864013	0.001531921586
658	0.9999864013	0.001531921586
659	0.9999864013	0.001531918599
660	0.9999864013	0.001531916949
661	0.9999864013	0.001531915456
662	0.9999864013	0.001531913963
663	0.9999864013	0.001531912604
664	0.9999864013	0.001531911111
665	0.9999864013	0.001531909456
666	0.9999864013	0.001531907964
667	0.9999864013	0.001531906472
668	0.9999864013	0.00153190498
669	0.9999864013	0.001531903488
670	0.9999864013	0.001531901996
671	0.9999864013	0.001531900505
672	0.9999864013	0.001531899014
673	0.9999864013	0.001531899014
674	0.9999864013	0.001531897523
675	0.9999864013	0.001531896032
676	0.9999864013	0.001531894377
677	0.9999864013	0.001531892886
678	0.9999864013	0.001531892886
679	0.9999864013	0.001531891396
680	0.9999864013	0.001531889906
681	0.9999864013	0.001531888415
682	0.9999864013	0.001531888415
683	0.9999864013	0.001531886983
684	0.9999864013	0.001531885303
685	0.9999864013	0.001531883813
686	0.9999864013	0.001531877855
687	0.9999864013	0.0015318719
688	0.9999864013	0.001531865948
689	0.9999864013	0.00153186446
690	0.9999864013	0.00153186446
691	0.9999864013	0.001531858511
692	0.9999864013	0.001531857024
693	0.9999864013	0.001531855538
694	0.9999864013	0.001531854052
695	0.9999864013	0.001531854052
696	0.9999864013	0.001531852565
697	0.9999864013	0.001531852565
698	0.9999864013	0.001531846622
699	0.9999864013	0.001531845137
700	0.9999864013	0.001531844466
701	0.9999864013	0.001531842981
702	0.9999864013	0.001531842981
703	0.9999864013	0.001531841496
704	0.9999864013	0.001531840012
705	0.9999864013	0.001531840012
706	0.9999864013	0.001531840012
707	0.9999864013	0.001531838527
708	0.9999864013	0.001531838527
709	0.9999864013	0.001531838527
710	0.9999864013	0.001531837043
711	0.9999864013	0.001531834075
712	0.9999864013	0.001531833252
713	0.9999864013	0.001531831769
714	0.9999864013	0.001531828802
715	0.9999864013	0.001531825835
716	0.9999864013	0.001531825835
717	0.9999864013	0.00153182287
718	0.9999864013	0.00153182287
719	0.9999864013	0.001531819905
720	0.9999864013	0.00153181694
721	0.9999864013	0.001531816119
722	0.9999864013	0.001531816119
723	0.9999865767	0.001521852872
724	0.9999865767	0.001521852872
725	0.9999865767	0.001521849915
726	0.9999866512	0.001520965144
727	0.9999869105	0.001511140391
728	0.9999869105	0.001511140391
729	0.9999869105	0.00151113967
730	0.9999869105	0.001511138949
731	0.9999869105	0.001511138228
732	0.9999869105	0.001511137507
733	0.9999869105	0.001511136787
734	0.9999869105	0.001511136066
735	0.9999869105	0.001511135345
736	0.9999869105	0.001511132628
737	0.9999869105	0.001511129873
738	0.9999868585	0.001505999296
739	0.9999868585	0.001505996707
740	0.9999868585	0.001505996707
741	0.9999868585	0.001505996707
742	0.9999868585	0.001505996707
743	0.9999868585	0.001505996707
744	0.9999868585	0.001505996707
745	0.9999868585	0.001505996707
746	0.9999868585	0.001505996707
747	0.9999868585	0.001505996707
748	0.9999868585	0.001505996707
749	0.9999868585	0.001505993982
750	0.9999868585	0.001505993982
751	0.9999868585	0.001505993982
752	0.9999868585	0.001505993982
753	0.9999868585	0.001505993982
754	0.9999868585	0.001505993982
755	0.9999868585	0.001505993982
756	0.9999868585	0.001505993982
757	0.9999868585	0.001505993982
758	0.9999868585	0.001505993982
759	0.9999868585	0.001505993982
760	0.9999868585	0.001505982969
761	0.9999868585	0.00150597721
762	0.9999868585	0.00150597721
763	0.9999868585	0.00150597721
764	0.9999869331	0.001505157504
765	0.9999869331	0.001505157504
766	0.9999869331	0.001505157504
767	0.9999869331	0.001505154926
768	0.9999869331	0.001505154926
769	0.9999869331	0.001505154926
770	0.9999869331	0.001505154926
771	0.9999869331	0.001505154926
772	0.9999869331	0.001505154926
773	0.9999869331	0.001504221606
774	0.9999871194	0.00149986121
775	0.9999871934	0.001494660035
776	0.9999871934	0.001494660035
777	0.9999872494	0.00148814594
778	0.9999872494	0.00148814594
779	0.9999872494	0.00148814594
780	0.9999872494	0.00148814594
781	0.9999872494	0.001488143136
782	0.9999872494	0.001488143136
783	0.9999873238	0.001487244985
784	0.9999874298	0.001479498935
785	0.9999874298	0.001479497641
786	0.9999874298	0.001479496347
787	0.9999874298	0.001479495054
788	0.9999874298	0.00147949376
789	0.9999874298	0.00147949376
790	0.9999874298	0.00147949376
791	0.9999874298	0.00147949376
792	0.9999874298	0.00147949376
793	0.9999874298	0.001479492467
794	0.9999874298	0.001479492467
795	0.9999874298	0.001479491173
796	0.9999874298	0.001479491173
797	0.9999873821	0.001470326781
798	0.9999873821	0.001470326781
799	0.9999873821	0.001470321842
800	0.9999873821	0.001470316904
801	0.9999873821	0.001470314436
802	0.9999873821	0.001470314436
803	0.9999873821	0.001470314436
804	0.9999873821	0.001470313151
805	0.9999873821	0.001470308214
806	0.9999873821	0.001470303278
807	0.9999873821	0.001470298342
808	0.9999873821	0.001470298342
809	0.9999873821	0.001470298342
810	0.9999873821	0.001470298342
811	0.9999873821	0.001470297436
812	0.9999873821	0.001470292501
813	0.9999873821	0.001470292501
814	0.9999873821	0.001470292501
815	0.9999875311	0.00146180154
816	0.9999877042	0.001454397426
817	0.9999877268	0.001447587227
818	0.9999877268	0.001447586027
819	0.999987801	0.001445024302
820	0.999987801	0.001445023117
821	0.9999878524	0.001443314546
822	0.9999879289	0.001438014902
823	0.9999879215	0.001433291601
824	0.9999880348	0.001429300594
825	0.9999880815	0.001423495583
826	0.9999880815	0.00142348703
827	0.9999880815	0.001423485086
828	0.9999880815	0.001423477311
829	0.9999880815	0.001423472565
830	0.9999880815	0.001423464793
831	0.9999880815	0.00142346285
832	0.9999880815	0.001423458105
833	0.9999880815	0.001423450336
834	0.9999880815	0.001423448394
835	0.9999880815	0.001423440627
836	0.9999880815	0.001423432862
837	0.9999881676	0.001417195198
838	0.999988193	0.001412493851
839	0.9999884425	0.001405481763
840	0.9999886742	0.001399971514
841	0.9999887215	0.001391585101
842	0.9999887779	0.00138718534
843	0.999988922	0.00138187565
844	0.999988947	0.001375209282
845	0.999988947	0.001371056023
846	0.9999890173	0.001366134164
847	0.9999890173	0.001366134164
848	0.9999890173	0.001366133009
849	0.9999890173	0.001366130592
850	0.9999890173	0.001366128197
851	0.9999891193	0.001360991402
852	0.9999891193	0.001360989295
853	0.9999892124	0.001354635943
854	0.9999892124	0.001354633564
855	0.9999892124	0.001354633564
856	0.9999892124	0.001354628
857	0.9999892124	0.001354627371
858	0.9999892124	0.001354624852
859	0.9999893739	0.001347548874
860	0.9999893612	0.001341450818
861	0.9999893612	0.001341447367
862	0.9999894841	0.001336285567
863	0.9999894841	0.001336284314
864	0.9999894841	0.001336284314
865	0.9999894841	0.001336284314
866	0.9999894841	0.001336284314
867	0.9999894841	0.001336284314
868	0.9999894841	0.001336284314
869	0.9999894841	0.001336284314
870	0.9999894841	0.001336284314
871	0.9999894841	0.001336284314
872	0.9999894841	0.001336284314
873	0.9999894841	0.001336284314
874	0.9999894841	0.001336284314
875	0.9999894841	0.001336284314
876	0.9999894841	0.001336279614
877	0.9999894841	0.001336279614
